2.35E+01	2.84E+02
2.36E+01	2.83E+02
2.37E+01	2.83E+02
2.38E+01	2.82E+02
2.39E+01	2.82E+02
2.40E+01	2.82E+02
2.41E+01	2.83E+02
2.42E+01	2.84E+02
2.43E+01	2.85E+02
2.44E+01	2.87E+02
2.45E+01	2.89E+02
2.46E+01	2.91E+02
2.47E+01	2.92E+02
2.48E+01	2.94E+02
2.49E+01	2.95E+02

